1.39086294416, -1.1116751269, 2.05583756345, -1.64102564103, 1.36, -1.085, 1.97, -1.56, 0.0004
1.37563451777, -1.10152284264, 1.36040609137, -1.08205128205, 1.36, -1.08, 1.365, -1.06, 0.0009
1.37563451777, -1.09644670051, 1.37055837563, -1.08205128205, 1.355, -1.085, 1.36, -1.065, 0.0014
0.558375634518, -0.451776649746, 0.553299492386, -0.430769230769, 0.555, -0.445, 0.55, -0.425, 0.0017
0.558375634518, -0.451776649746, 0.553299492386, -0.425641025641, 0.555, -0.445, 0.55, -0.425, 0.0021
0.558375634518, -0.451776649746, 0.553299492386, -0.430769230769, 0.55, -0.445, 0.55, -0.43, 0.0025
-0.304568527919, 0.238578680203, -0.309644670051, 0.266666666667, -0.3, 0.24, -0.29, 0.25, 0.0029
-0.304568527919, 0.243654822335, -0.309644670051, 0.266666666667, -0.3, 0.235, -0.31, 0.25, 0.0033
-0.304568527919, 0.243654822335, -0.309644670051, 0.261538461538, -0.3, 0.235, -0.31, 0.25, 0.0036
-1.15228426396, 0.913705583756, -0.593908629442, 0.461538461538, -1.13, 0.9, -0.39, 0.305, 0.004
-1.15228426396, 0.913705583756, -1.15228426396, 0.94358974359, -1.135, 0.9, -1.15, 0.915, 0.0044
-1.15228426396, 0.913705583756, -1.15228426396, 0.938461538462, -1.13, 0.9, -1.115, 0.915, 0.0048
-1.88324873096, 1.49746192893, -1.88324873096, 1.52307692308, -1.855, 1.475, -1.84, 1.485, 0.0052
-1.88324873096, 1.49746192893, -1.87817258883, 1.52820512821, -1.855, 1.475, -1.84, 1.485, 0.0057
-1.88324873096, 1.49746192893, -1.88324873096, 1.52820512821, -1.855, 1.475, -1.84, 1.485, 0.006
-2.43147208122, 1.93401015228, -2.44670050761, 1.9641025641, -2.39, 1.905, -2.39, 1.92, 0.0064
-2.43147208122, 1.93401015228, -2.44670050761, 1.96923076923, -2.39, 1.905, -2.39, 1.92, 0.0067
-2.43147208122, 1.93401015228, -2.44670050761, 1.9641025641, -2.39, 1.905, -2.39, 1.92, 0.0071
-2.74111675127, 2.17766497462, -2.73096446701, 2.18974358974, -2.695, 2.145, -2.705, 2.16, 0.0075
-2.73604060914, 2.17766497462, -2.75126903553, 2.21025641026, -2.695, 2.145, -2.705, 2.16, 0.0079
-2.73604060914, 2.17766497462, -2.75126903553, 2.21538461538, -2.695, 2.145, -2.705, 2.16, 0.0083
-2.77664974619, 2.20812182741, -2.77664974619, 2.24102564103, -2.735, 2.175, -2.72, 2.19, 0.0087
-2.77664974619, 2.20812182741, -2.77157360406, 2.24615384615, -2.735, 2.175, -2.715, 2.19, 0.0093
-2.77664974619, 2.20812182741, -2.77664974619, 2.24102564103, -2.73, 2.18, -2.715, 2.19, 0.0097
-2.54822335025, 2.02538071066, -2.56852791878, 2.06153846154, -2.505, 1.995, -2.495, 2.01, 0.0101
-2.54822335025, 2.02538071066, -2.54822335025, 2.06153846154, -2.505, 2.0, -2.495, 2.005, 0.0105
-2.06091370558, 1.63959390863, -2.05583756345, 1.66666666667, -2.025, 1.615, -2.02, 1.625, 0.011
-2.06091370558, 1.63959390863, -2.05583756345, 1.67179487179, -2.03, 1.615, -2.015, 1.625, 0.0114
-2.06091370558, 1.63959390863, -2.08121827411, 1.66666666667, -2.025, 1.615, -2.015, 1.63, 0.0119
-1.3807106599, 1.09644670051, -2.04060913706, 1.65128205128, -1.36, 1.08, -1.83, 1.48, 0.0124
-1.3807106599, 1.09644670051, -1.39086294416, 1.12307692308, -1.355, 1.08, -1.35, 1.09, 0.0129
-0.558375634518, 0.441624365482, -0.558375634518, 0.461538461538, -0.55, 0.435, -0.57, 0.44, 0.0134
-0.558375634518, 0.441624365482, -0.56345177665, 0.461538461538, -0.545, 0.435, -0.55, 0.45, 0.0138
-0.558375634518, 0.441624365482, -0.56345177665, 0.461538461538, -0.55, 0.435, -0.59, 0.445, 0.0143
0.309644670051, -0.248730964467, 0.304568527919, -0.246153846154, 0.305, -0.245, 0.29, -0.235, 0.0148
0.309644670051, -0.248730964467, 0.304568527919, -0.246153846154, 0.305, -0.245, 0.31, -0.235, 0.0153
1.15736040609, -0.92385786802, 1.14720812183, -0.907692307692, 1.14, -0.91, 1.13, -0.89, 0.0158
1.15228426396, -0.92385786802, 1.14720812183, -0.907692307692, 1.14, -0.91, 1.13, -0.89, 0.0163
1.85279187817, -1.47715736041, 1.14720812183, -0.902564102564, 1.805, -1.44, 1.13, -0.89, 0.0167
1.87817258883, -1.50253807107, 1.86294416244, -1.48717948718, 1.855, -1.48, 1.85, -1.46, 0.0171
1.88324873096, -1.49746192893, 1.86802030457, -1.48205128205, 1.845, -1.48, 1.85, -1.455, 0.0175
2.42639593909, -1.93401015228, 1.86802030457, -1.48717948718, 2.385, -1.905, 1.85, -1.46, 0.0179
2.42639593909, -1.93908629442, 2.42131979695, -1.92307692308, 2.395, -1.905, 2.405, -1.885, 0.0183
2.43147208122, -1.93401015228, 2.41116751269, -1.92820512821, 2.39, -1.91, 2.395, -1.91, 0.0189
2.73096446701, -2.17766497462, 2.71573604061, -2.21538461538, 2.69, -2.145, 2.695, -2.15, 0.0193
2.73096446701, -2.17258883249, 2.71573604061, -2.21538461538, 2.69, -2.145, 2.69, -2.15, 0.0197
2.73096446701, -2.17766497462, 2.71065989848, -2.21538461538, 2.69, -2.145, 2.695, -2.15, 0.0201
2.77157360406, -2.20812182741, 2.75126903553, -2.21538461538, 2.73, -2.175, 2.735, -2.155, 0.0205
2.77157360406, -2.20812182741, 2.75126903553, -2.21538461538, 2.725, -2.175, 2.73, -2.155, 0.0209
2.76649746193, -2.20812182741, 2.75126903553, -2.21538461538, 2.725, -2.175, 2.735, -2.155, 0.0213
2.53299492386, -2.02030456853, 2.51776649746, -2.05128205128, 2.495, -1.99, 2.5, -1.99, 0.0217
2.53807106599, -2.02030456853, 2.52284263959, -2.05128205128, 2.485, -1.99, 2.5, -1.99, 0.0221
2.53299492386, -2.02030456853, 2.51776649746, -2.05128205128, 2.495, -1.99, 2.505, -1.99, 0.0225
2.05076142132, -1.6345177665, 2.04060913706, -1.64102564103, 2.015, -1.61, 2.03, -1.59, 0.0229
2.05076142132, -1.6345177665, 2.04060913706, -1.64102564103, 2.02, -1.61, 2.025, -1.59, 0.0234
1.36040609137, -1.08629441624, 1.35025380711, -1.07179487179, 1.34, -1.07, 1.345, -1.055, 0.024
1.36040609137, -1.08629441624, 1.35025380711, -1.07179487179, 1.34, -1.07, 1.345, -1.055, 0.0244
